	origin	familyOrigin	homologueTaxon	symbol	aliases	diseases	diseaseCategories	name	ncbiId	commentCause	uniprot	functionalClusters	expressionChange	ensembl	methylationCorrelation
233		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Eukaryota	GTF2H2	['BTF2', 'BTF2P44', 'T-BTF2P44', 'TFIIH', 'p44']	[]	[]	general transcription factor IIH, polypeptide 2, 44kDa	2966	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '9': 'Age-related changes in gene expression/protein activity in humans', '14': 'Other evidence'}	TF2H2_HUMAN	[{'id': 3, 'name': 'transcription regulation'}]	1	ENSG00000145736	
234		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	TERF2	['TRBF2', 'TRF2']	[]	[]	telomeric repeat binding factor 2	7014	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment', '17': 'Modulation of gene activity enhances age-related deterioration', '18': 'Change in gene expression in senescent cell culture'}	TERF2_HUMAN	[{'id': 16, 'name': 'building and protection of telomeres'}, {'id': 19, 'name': 'senescence'}, {'id': 27, 'name': 'signaling'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000132604	
235		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	RB1	['OSRC', 'PPP1R130', 'RB', 'p105-Rb', 'p110-RB1', 'pRb', 'pp110']	{'10': {'icdCode': 'C41.9', 'icdName': 'Malignant neoplasm: Bone and articular cartilage, unspecified', 'name': 'Osteogenic sarcoma'}, '74': {'icdCode': 'C67', 'icdName': 'Malignant neoplasm of bladder', 'name': 'Bladder cancer'}, '163': {'icdCode': 'C34.9', 'icdName': 'Malignant neoplasm: Bronchus or lung, unspecified', 'name': 'Small cell cancer of the lung'}, '164': {'icdCode': 'C69.2', 'icdName': 'Malignant neoplasm: Retina', 'name': 'Retinoblastoma'}}	{'758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}}	retinoblastoma 1	5925	{'10': 'Gene regulates aging-related genes', '11': 'Age-related changes in gene expression / protein activity in non-mammals', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '15': 'Gene activity modulation decreases mammalian lifespan', '16': 'Gene activity modulation decreases non-mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	RB_HUMAN	[{'id': 13, 'name': 'proteostasis'}, {'id': 15, 'name': 'epigenetic changes'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 26, 'name': 'inflammation'}, {'id': 31, 'name': 'nervous system'}, {'id': 36, 'name': 'muscle health'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}]	2	ENSG00000139687	
236		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	HSF1	['HSTF1']	[]	[]	heat shock transcription factor 1	3297	{'5': 'Gene activity modulation increases non-mammalian lifespan'}	HSF1_HUMAN	[{'id': 12, 'name': 'cytoskeleton organization'}, {'id': 13, 'name': 'proteostasis'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}]	0	ENSG00000185122	
237		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	RECQL4	['RECQ4']	{'167': {'icdCode': 'Q82.8', 'icdName': 'Other specified congenital malformations of skin', 'name': 'Rothmund-thomson syndrome'}, '168': {'icdCode': 'Q87.1', 'icdName': 'Congenital malformation syndromes predominantly associated with short stature', 'name': 'Rapadilino syndrome'}, '169': {'icdCode': 'Q75.0', 'icdName': 'Craniosynostosis', 'name': 'Baller-gerold syndrome'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '775': {'icdCode': 'Q65-Q79', 'icdCategoryName': 'Congenital malformations and deformations of the musculoskeletal system'}}	RecQ helicase-like 4	9401	{'4': 'Association of the gene with accelerated aging in humans', '10': 'Gene regulates aging-related genes', '15': 'Gene activity modulation decreases mammalian lifespan'}	RECQ4_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 34, 'name': 'skin health'}, {'id': 35, 'name': 'bone health'}, {'id': 6, 'name': 'embryonic development'}]	0	ENSG00000160957	
238		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Eukaryota	ERCC1	['COFS4', 'RAD10', 'UV20']	{'29': {'icdCode': 'Q87.1', 'icdName': 'Congenital malformation syndromes predominantly associated with short stature', 'name': 'Cerebrooculofacioskeletal syndrome'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}}	excision repair cross-complementation group 1	2067	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '4': 'Association of the gene with accelerated aging in humans', '5': 'Gene activity modulation increases non-mammalian lifespan', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '14': 'Other evidence', '15': 'Gene activity modulation decreases mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	ERCC1_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 19, 'name': 'senescence'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 29, 'name': 'endocrine system'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 31, 'name': 'nervous system'}, {'id': 34, 'name': 'skin health'}, {'id': 35, 'name': 'bone health'}, {'id': 36, 'name': 'muscle health'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 56, 'name': 'apoptosis'}, {'id': 57, 'name': 'eyesight'}, {'id': 58, 'name': 'cognitive function'}, {'id': 59, 'name': 'reproductive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 8, 'name': 'glucose metabolism'}]	1	ENSG00000012061	
239	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Eukaryota	MAPK14	['CSBP', 'CSBP1', 'CSBP2', 'CSPB1', 'EXIP', 'Mxi2', 'PRKM14', 'PRKM15', 'RK', 'SAPK2A', 'p38', 'p38ALPHA']	[]	[]	mitogen-activated protein kinase 14	1432	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}	MK14_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 14, 'name': 'transport'}, {'id': 19, 'name': 'senescence'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 35, 'name': 'bone health'}, {'id': 36, 'name': 'muscle health'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 52, 'name': 'adipose tissue'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 64, 'name': 'angiogenesis'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000112062	
240	{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	FLT1	['FLT', 'FLT-1', 'VEGFR-1', 'VEGFR1']	[]	[]	fms-related tyrosine kinase 1	2321	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '17': 'Modulation of gene activity enhances age-related deterioration'}	VGFR1_HUMAN	[{'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 58, 'name': 'cognitive function'}, {'id': 61, 'name': 'protein modification'}, {'id': 64, 'name': 'angiogenesis'}, {'id': 6, 'name': 'embryonic development'}]	3	ENSG00000102755	
241		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Bilateria	JUN	['AP-1', 'AP1', 'c-Jun', 'cJUN', 'p39']	[]	[]	jun proto-oncogene	3725	{'8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes'}	JUN_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 27, 'name': 'signaling'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 56, 'name': 'apoptosis'}, {'id': 58, 'name': 'cognitive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	1	ENSG00000177606	
242	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	MAP3K5	['ASK1', 'MAPKKK5', 'MEKK5']	[]	[]	mitogen-activated protein kinase kinase kinase 5	4217	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '14': 'Other evidence'}	M3K5_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 36, 'name': 'muscle health'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 7, 'name': 'cell differentiation'}]	2	ENSG00000197442	negative
243		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	BSCL2	['GNG3LG', 'HMN5', 'HMN5C', 'PELD', 'SPG17']	{'198': {'icdCode': 'G11.4', 'icdName': 'Hereditary spastic paraplegia', 'name': 'Spastic paraplegia'}, '216': {'icdCode': 'G12.2', 'icdName': 'Motor neuron disease', 'name': 'Neuronopathy, distal hereditary motor, type va'}, '217': {'icdCode': 'G31.8', 'icdName': 'Other specified degenerative diseases of nervous system', 'name': 'Encephalopathy, progressive, with or without lipodystrophy'}, '218': {'icdCode': 'E88.1', 'icdName': 'Lipodystrophy, not elsewhere classified', 'name': 'Lipodystrophy, congenital generalized'}}	{'660': {'icdCode': 'G10-G14', 'icdCategoryName': 'Systemic atrophies primarily affecting the central nervous system'}, '757': {'icdCode': 'E70-E90', 'icdCategoryName': 'Metabolic disorders'}, '769': {'icdCode': 'G30-G32', 'icdCategoryName': 'Other degenerative diseases of the nervous system'}}	Berardinelli-Seip congenital lipodystrophy 2 (seipin)	26580	{'4': 'Association of the gene with accelerated aging in humans'}	BSCL2_HUMAN	[{'id': 22, 'name': 'lipid metabolism'}]	0	ENSG00000168000	
244		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	BMI1	['FLVI2/BMI1', 'PCGF4', 'RNF51', 'flvi-2/bmi-1']	[]	[]	BMI1 proto-oncogene, polycomb ring finger	648	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans'}	BMI1_HUMAN	[{'id': 15, 'name': 'epigenetic changes'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 5, 'name': 'cell cycle'}]	1	ENSG00000168283	
245		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Eukaryota	BUB1B	['BUB1beta', 'BUBR1', 'Bub1A', 'MAD3L', 'MVA1', 'SSK1', 'hBUBR1']	{'17': {'icdCode': 'C15-C26', 'icdName': 'Malignant neoplasms of digestive organs', 'name': 'Colorectal cancer'}, '224': {'icdCode': '', 'icdName': '', 'name': 'Premature chromatid separation trait'}, '225': {'icdCode': 'Q99.8', 'icdName': 'Other specified chromosome abnormalities', 'name': 'Mosaic variegated aneuploidy syndrome'}}	{'758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '800': {'icdCode': 'Q90-Q99', 'icdCategoryName': 'Chromosomal abnormalities, not elsewhere classified'}}	BUB1 mitotic checkpoint serine/threonine kinase B	701	{'6': 'Gene activity modulation increases mammalian lifespan', '13': 'Modulation of gene activity protects against age-related impairment'}	BUB1B_HUMAN	[{'id': 13, 'name': 'proteostasis'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000156970	
246		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Eukaryota	MTOR	['FRAP', 'FRAP1', 'FRAP2', 'RAFT1', 'RAPT1', 'SKS']	{'243': {'icdCode': 'XVII', 'icdName': 'Congenital malformations, deformations and chromosomal abnormalities', 'name': 'Smith-kingsmore syndrome'}}	[]	mechanistic target of rapamycin (serine/threonine kinase)	2475	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment'}	FRAP_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 13, 'name': 'proteostasis'}, {'id': 19, 'name': 'senescence'}, {'id': 21, 'name': 'insulin sensitivity'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 55, 'name': 'tissue regeneration'}, {'id': 58, 'name': 'cognitive function'}, {'id': 59, 'name': 'reproductive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000198793	
247		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	CDKN2A	['ARF', 'CDK4I', 'CDKN2', 'CMM2', 'INK4', 'INK4A', 'MLM', 'MTS-1', 'MTS1', 'P14', 'P14ARF', 'P16', 'P16-INK4A', 'P16INK4', 'P16INK4A', 'P19', 'P19ARF', 'TP16']	{'6': {'icdCode': 'C97', 'icdName': 'Malignant neoplasms of independent (primary) multiple sites', 'name': 'Li-fraumeni syndrome'}, '21': {'icdCode': 'C43', 'icdName': 'Malignant melanoma of skin', 'name': 'Melanoma, cutaneous malignant'}, '250': {'icdCode': 'D43', 'icdName': 'Neoplasm of uncertain or unknown behaviour of brain and central nervous system', 'name': 'Melanoma-astrocytoma syndrome'}, '251': {'icdCode': 'C43.9', 'icdName': 'Malignant neoplasm: Malignant melanoma of skin, unspecified', 'name': 'Melanoma-pancreatic cancer syndrome'}}	{'685': {'icdCode': 'D37-D48', 'icdCategoryName': 'Neoplasms of uncertain or unknown behaviour'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}}	cyclin-dependent kinase inhibitor 2A	1029	{'6': 'Gene activity modulation increases mammalian lifespan', '9': 'Age-related changes in gene expression/protein activity in humans'}	CD2A2_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 19, 'name': 'senescence'}, {'id': 27, 'name': 'signaling'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}]	2	ENSG00000147889	
248		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Euteleostomi	DBN1	['D0S117E']	{'25': {'icdCode': 'G30.0', 'icdName': 'Alzheimer disease with early onset', 'name': 'Alzheimer disease'}}	{'769': {'icdCode': 'G30-G32', 'icdCategoryName': 'Other degenerative diseases of the nervous system'}}	drebrin 1	1627	{'4': 'Association of the gene with accelerated aging in humans', '8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence'}	DREB_HUMAN	[{'id': 12, 'name': 'cytoskeleton organization'}, {'id': 31, 'name': 'nervous system'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	1	ENSG00000113758	
249		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Eukaryota	UCP3	['SLC25A9']	{'260': {'icdCode': 'E66.8', 'icdName': 'Other obesity', 'name': 'Obesity'}}	{'802': {'icdCode': 'E65-E68', 'icdCategoryName': 'Obesity and other hyperalimentation'}}	uncoupling protein 3 (mitochondrial, proton carrier)	7352	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '5': 'Gene activity modulation increases non-mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '16': 'Gene activity modulation decreases non-mammalian lifespan'}	UCP3_HUMAN	[{'id': 11, 'name': 'mitochondrial function'}, {'id': 14, 'name': 'transport'}, {'id': 21, 'name': 'insulin sensitivity'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000175564	
250		{'id': 2, 'phylum': 'Eukaryota', 'age': '1000–1900', 'order': 2}	Eukaryota	UCP2	['BMIQ4', 'SLC25A8', 'UCPH']	{'266': {'icdCode': '', 'icdName': '', 'name': 'Body mass index quantitative trait locus 4'}}	[]	uncoupling protein 2 (mitochondrial, proton carrier)	7351	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '5': 'Gene activity modulation increases non-mammalian lifespan', '6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}	UCP2_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 14, 'name': 'transport'}, {'id': 21, 'name': 'insulin sensitivity'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 4, 'name': 'stress response'}, {'id': 52, 'name': 'adipose tissue'}, {'id': 56, 'name': 'apoptosis'}, {'id': 59, 'name': 'reproductive function'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000175567	
